appid,name,publisher,score,genre_Accounting,genre_Action,genre_Adventure,genre_Animation&Modeling,genre_AudioProduction,genre_Casual,genre_Design&Illustration,genre_Documentary,genre_EarlyAccess,genre_Education,genre_FreetoPlay,genre_GameDevelopment,genre_Gore,genre_Indie,genre_MassivelyMultiplayer,genre_Movie,genre_Nudity,genre_PhotoEditing,genre_RPG,genre_Racing,genre_SexualContent,genre_Simulation,genre_SoftwareTraining,genre_Sports,genre_Strategy,genre_Tutorial,genre_Utilities,genre_VideoProduction,genre_Violent,genre_WebPublishing,genre_nan
467760,Trapper's Delight,Shrimpcave Industries,23.194511539626927,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108800,Crysis 2 - Maximum Edition,Electronic Arts,23.19416387000658,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737710,Melody of Iris-虹色旋律-(Full Color ver.),Gloria Works,23.19365838012226,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
490920,Wolfpack,SUBSIM,23.19320407128256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
766730,Gachimuchi Reloaded,Volha,23.19275855461935,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476490,Choice of the Pirate,Choice of Games,23.192578765662947,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
942930,枕边少女 MOE Hypnotist - share dreams with you,PeriScope Game,23.191769882371965,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205910,Tiny and Big: Grandpa's Leftovers,Black Pants Studio,23.191206942444783,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429720,IMSCARED,Ivan Zanotti's MyMadnessWorks,23.191205937041296,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814540,Changed,DragonSnow,23.191097678088344,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
323380,The Magic Circle,Question,23.19076801197391,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
705210,Cube Racer,Simon Blasen,23.190572483141448,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
742120,DRAGON QUEST XI: Echoes of an Elusive Age - Digital Edition of Light,Square Enix,23.189987020172005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
820540,Bloodroots,Paper Cult,23.189440253589503,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565390,Hyperun,Concrete Games,23.188011703783307,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
847370,Sunset Overdrive,Xbox Game Studios,23.18716917708866,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201010,Geneforge 5: Overthrow,Spiderweb Software,23.186559186370367,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
760510,Cat Burglar: A Tail of Purrsuit,Gamers for Good,23.186292384796925,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978270,Sam & Dan: Floaty Flatmates,Pelican Party Studios,23.18611921633087,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
456130,Space Scaven,Moon Pub Games,23.18446657576737,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206060,Avernum 6,Spiderweb Software,23.184453020729425,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
733300,My Big Sister,GrabTheGames,23.184336080827983,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502700,Laser Lasso BALL,RagTagRadical LLC,23.18414884553486,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
223830,Xenonauts,Goldhawk Interactive,23.18410147638368,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
211180,Unmechanical,Teotl Studios,23.183126974238736,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748890,Choice of Rebels: Uprising,Choice of Games,23.183121984763943,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
210770,Sanctum 2,Coffee Stain Publishing,23.18210187864819,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
720940,Horns of Fear,Pixoala,23.18158897474021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909110,Acid Nimbus,Hernan Caro Vilaburges,23.181327701982696,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107800,Rochard,Warner Bros. Interactive Entertainment,23.18090159171385,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606680,Silver,THQ Nordic,23.17880404234153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
873230,The King's Request: Physiology and Anatomy Revision Game,Physiology with Dr Christian,23.1786719147996,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1047680,ALILIA 亚利利亚的精灵们,冷笑黑妖,23.178652088063,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
385330,Stray Cat Crossing,Fridge,23.17766869803245,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646530,Hop Step Sing! kiss×kiss×kiss (HQ Edition),Degica,23.176343384825035,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286240,Dog Sled Saga,Trichotomy,23.17631814939785,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
756590,Atelier Lydie & Suelle ~The Alchemists and the Mysterious Paintings~,"KOEI TECMO GAMES CO., LTD.",23.175771200618872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15620,"Warhammer 40,000: Dawn of War II","SEGA, Feral Interactive (Mac/Linux)",23.175501775268053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
348800,Chester One,"Brilliant Blue-G, LLC",23.17306292068887,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586390,Missile Cards,Nathan Meunier,23.172940268173,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
438270,Learn Japanese To Survive! Hiragana Battle,RIVER CROW STUDIO,23.1727876577551,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
322450,FRAMED Collection,Fellow Traveller,23.172535495379343,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434210,It's Spring Again,Sometimes You,23.172499839840352,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857500,BLACK BIRD,Onion Games,23.17212138130878,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471810,Death Squared,SMG Studio,23.172101509009,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466170,Idling to Rule the Gods,Shugasu GmbH,23.171906405244183,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
674520,Fight'N Rage,sebagamesdev,23.17120925250742,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540840,Lara Croft GO,Square Enix,23.170600806504584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620310,Bonny's Adventure,"Jonas De Carvalho Felinto, Marcelo Eduardo Cabral",23.16749936886121,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448370,IS Defense,Destructive Creations,23.16634692904972,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574980,Them's Fightin' Herds,Humble Games,23.165825588182013,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338000,Echoes+,Kikiwik Games,23.16535288874998,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428750,Neon Chrome,10tons Ltd,23.1638865678435,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38740,EDGE,Two Tribes Publishing,23.16372618411823,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323320,Grow Home,Ubisoft,23.163608719446145,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45400,Fortix,Nemesys Games,23.16345172752308,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609420,Never Give Up,Armor Games Studios,23.163148744882733,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41070,Serious Sam 3: BFE,Devolver Digital,23.162837873784238,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445040,Sorcery! Part 3,inkle Ltd,23.16273117478644,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
591680,Taphouse VR,Catland,23.159879986921112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
654880,Dream Daddy: A Dad Dating Simulator,Game Grumps,23.159293646390903,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
207400,eXceed 3rd - Jade Penetrate Black Package,Nyu Media,23.159008314223,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222940,THE KING OF FIGHTERS XIII STEAM EDITION,SNK CORPORATION,23.158591949139105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412020,Metro Exodus,Deep Silver,23.15813790979026,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20500,Red Faction Guerrilla Steam Edition,Deep Silver,23.158076374604693,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408410,X-Morph: Defense,EXOR Studios,23.15800333785731,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
759000,.projekt,Kyrylo Kuzyk,23.15655775911785,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542050,Forgotton Anne,Square Enix,23.154156085140144,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676240,TAURONOS,S.C. 16 BIT NIGHTS S.R.L.,23.1532010915372,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469990,NEKOPALIVE,Sekai Project,23.15300532913196,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746710,Cypher,Matthew Brown,23.15287257427299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757210,EMERGENCY 4 Deluxe,Sixteen Tons Entertainment,23.152493793482325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
880400,Lingering Fragrance,BLESTWORKS,23.15198512060984,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31880,Nancy Drew: Secret of the Old Clock,HeR Interactive,23.151738105776563,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322210,"Guns, Gore & Cannoli",Rogueside,23.15158325611494,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560430,Indiana Jones and the Emperor's Tomb,"Lucasfilm, Disney",23.15141528659684,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954160,Angelus Brand VR Experience,"Miikka Åsnabrygg, Tyler Brucato",23.151069866074263,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375950,Viridi,Ice Water Games,23.150153251690657,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
870200,SimpleRockets 2,"Jundroo, LLC",23.149908916200477,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
974830,The Art Theft by Jay Doherty,Google,23.149762155198747,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512000,Kite,Lab Cat Games,23.148758648758623,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
332830,Prelogate,blamedrop,23.148526342824876,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882790,天命奇御 Fate Seeker,甲山林娛樂股份有限公司,23.148447477054617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
368230,Kingdom: Classic,Raw Fury,23.148318575142437,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
351320,DROD: The Second Sky,Caravel Games,23.148211066732973,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
392600,Volvox,Neotenia,23.14810174148185,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37390,Gemini Lost,PlayFirst,23.148048667412755,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518730,Zombo Buster Rising,FIREBEAST,23.14789436546562,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655370,Train Bandit,Wild Rooster,23.147482204600205,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796780,Star Drift,Catze,23.147392284357416,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
393170,Bit Shifter,Plastic Games,23.14738910724448,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
513490,1943 Berlin Blitz,BBC Media Applications Technologies Limited,23.14723206223272,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654910,YANKAI'S PEAK.,Kenny Sun,23.146050680499958,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29130,Musaic Box,KranX Productions,23.145067480339247,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321800,Icewind Dale: Enhanced Edition,Beamdog,23.14449571885913,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
241240,Contraption Maker,Top Meadow,23.143896402820506,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
499910,SHINRAI - Broken Beyond Despair,Gosatsu Visual Novels,23.143225463971948,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815150,Knight Bewitched,Joshua Keith,23.143092529781043,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
863590,Starcom: Nexus,Wx3 Labs,23.13998670032124,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
383120,Empyrion - Galactic Survival,Eleon Game Studios,23.13797796252837,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
639170,Minecraft: Story Mode - Season Two,Telltale Games,23.137291200840696,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667040,Alicia Quatermain 2: The Stone of Fate,Jetdogs Studios,23.13728638425409,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
518790,theHunter: Call of the Wild,Expansive Worlds,23.1371852262416,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
821790,Who Am I: The Tale of Dorothy,Onaemo Studio,23.13702900986928,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
935580,True Fear: Forsaken Souls Part 2,The Digital Lounge,23.136975648009727,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792050,Beneath The Surface,carla51,23.136281796171826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45760,Ultra Street Fighter IV,Capcom,23.135616986386587,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772180,Cricket Club,VersoVR,23.13493719418987,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
402430,Out of the Park Baseball 17,Out of the Park Developments,23.134406775917125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
935880,Glass Masquerade 2: Illusions,Onyx Lute,23.134060266883782,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633230,NARUTO TO BORUTO: SHINOBI STRIKER,BANDAI NAMCO Entertainment,23.13393992735029,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035750,文字獄,Jia-Ho Jian,23.132634271267342,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45700,Devil May Cry 4,Capcom,23.13239985860826,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401810,Poi,PolyKid,23.13205438755536,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628460,Lily of the Valley,ebi-hime,23.13150747963812,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427770,Pills4Skills,Petro Shoferystov,23.13095772313341,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92200,Gundemonium Recollection,Rockin' Android,23.129965013581003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630900,Illwinter's Floorplan Generator,Illwinter Game Design,23.129463719435645,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
529780,Disturbed,iBlackpen,23.127471076428883,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
368570,Beat Da Beat,Nekki Limited,23.12719114502392,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385770,Time Clickers,NA,23.125410655541888,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323470,DRAGON BALL XENOVERSE,BANDAI NAMCO Entertainment,23.12517046420739,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356400,Thumper,Drool,23.124321771677703,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834760,Robot Wants It All,"Hamumu Games, Inc.",23.123596595316112,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315460,Dig or Die,Gaddy Games,23.12261768695477,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
455400,PAC-MAN 256,BANDAI NAMCO Entertainment,23.121953328219945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6080,Thrillville: Off the Rails,LucasArts,23.12070781253766,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
337760,Decisive Campaigns: The Blitzkrieg from Warsaw to Paris,Slitherine Ltd.,23.12009805627678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
607400,Necrosphere,Cat Nigiri,23.119446446058237,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037100,You Died but a Necromancer revived you,BolHut,23.119281312623148,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699180,Human-powered spacecraft,Shiv,23.11923624106274,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449960,Book of Demons,Thing Trunk,23.119134153682527,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
503860,Patterna,Sebastian Schöner,23.118742562469347,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553640,ICEY,XD,23.118547770767567,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
357190,ULTIMATE MARVEL VS. CAPCOM 3,"CAPCOM U.S.A., INC.",23.118317778247604,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259740,Nightmares from the Deep: The Cursed Heart,Artifex Mundi,23.11811431778211,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369420,9 Clues 2: The Ward,Artifex Mundi,23.117823156950124,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636450,Rez Infinite,Enhance,23.11616482495992,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522130,LandTraveller,WOLFCODER WORKSHOP LLC,23.11596664843717,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
240440,Quadrilateral Cowboy,Blendo Games,23.11477876091038,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699150,Rex: Another Island,Pixeljam,23.113413409608643,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880610,Lets Beats,Starmyth,23.11322472750107,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886630,GlitchPets,Cool and Normal Entertainment,23.11310755716854,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
312560,Xanadu Next,"XSEED Games, Marvelous USA, Inc.",23.112787843832823,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
757180,Wolf & Rabbit,LR Studio,23.11275812630883,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
982150,Hentai Secrets,kraken666,23.11134050215656,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
